OrderID,Quantity,UnitPrice(USD),Status,OrderDate,Product_Category,Sales_Manager,Shipping_Cost(USD),Delivery_Time(Days),Shipping_Address,Product_Code
26668,29,143,Shipped,2021-12-12,Entertainment,Sofia,27,10,Singapore,ENT-630
16504,85,170,Delivered,2021-09-12,Fashion,John,34,23,Italy,F-630
24935,22,242,Delivered,2021-10-18,Healthcare,Anthony,26,11,Italy,HC-203
11652,81,197,Shipped,2021-08-24,Entertainment,Abdul,27,21,India,ENT-630
42316,23,217,Not Delivered,2021-12-02,Entertainment,Emma,35,17,USA,ENT-555
22180,13,250,Shipped,2021-07-31,Home,Pablo,32,18,Singapore,H-203
20402,34,173,Not Delivered,2021-07-04,Healthcare,Emma,30,21,USA,HC-101
44432,99,176,Shipped,2021-10-26,Office,Maria,35,21,China,O-555
30506,85,192,Not Shipped,2021-07-28,Fashion,Jacob,21,18,Singapore,F-101
18839,59,119,Not Delivered,2021-07-06,Entertainment,Abdul,35,25,USA,ENT-101
29681,59,140,Shipped,2021-10-04,Healthcare,Emma,22,19,Italy,HC-101
28413,30,118,Not Shipped,2021-10-12,Office,Sofia,23,18,Germany,O-203
32613,38,225,Not Delivered,2021-12-09,Office,Emma,24,20,Singapore,O-901
30381,78,137,Delivered,2021-10-03,Office,Abdul,27,18,India,O-188
37511,100,106,Delivered,2021-12-18,Entertainment,Abdul,35,19,UK,ENT-901
21485,33,189,Not Shipped,2021-11-27,Healthcare,Sofia,25,13,China,HC-188
24666,94,219,Not Shipped,2021-07-16,Home,Sofia,26,17,USA,H-901
11026,39,123,Not Delivered,2021-10-11,Office,Jacob,34,23,India,O-101
12013,97,235,Not Delivered,2021-10-10,Office,Stella,31,14,Singapore,O-101
29907,58,222,Delivered,2021-10-23,Home,Pablo,29,20,Singapore,H-203
49386,82,209,Not Shipped,2021-07-27,Healthcare,Stella,26,13,India,HC-630
27981,77,122,Not Shipped,2021-11-11,Fashion,Maria,32,19,Kenya,F-188
42805,12,141,Shipped,2021-07-15,Home,Anthony,23,25,India,H-901
15779,70,186,Delivered,2021-08-15,Office,Anthony,28,14,UK,O-630
19063,79,109,Not Shipped,2021-08-24,Entertainment,Abdul,26,17,Singapore,ENT-101
43973,30,113,Not Delivered,2021-09-14,Office,Maria,20,15,China,O-101
35005,11,168,Shipped,2021-07-12,Entertainment,Stella,23,18,China,ENT-188
45712,75,163,Not Delivered,2021-07-15,Fashion,Kristen,21,15,India,F-101
39414,95,182,Shipped,2021-11-11,Healthcare,Abdul,34,18,UK,HC-101
39810,48,101,Not Shipped,2021-07-31,Healthcare,Maria,30,14,China,HC-555
48842,77,139,Delivered,2021-10-23,Office,Jacob,20,22,Germany,O-555
33155,17,209,Shipped,2021-10-04,Entertainment,Stella,33,16,Germany,ENT-555
33897,6,100,Not Shipped,2021-10-29,Healthcare,Kristen,34,13,Kenya,HC-203
49694,69,234,Delivered,2021-09-18,Office,Stella,25,11,USA,O-203
26611,58,101,Shipped,2021-08-11,Entertainment,Sofia,29,25,Germany,ENT-901
33313,99,108,Not Delivered,2021-09-19,Fashion,John,28,18,UK,F-901
48449,55,185,Not Shipped,2021-07-29,Home,Maria,22,20,USA,H-555
40956,65,201,Not Delivered,2021-10-10,Office,Sofia,30,10,China,O-188
22013,27,248,Shipped,2021-10-03,Fashion,Anthony,35,15,Germany,F-203
12799,21,225,Shipped,2021-11-01,Healthcare,Stella,30,17,China,HC-901
25717,22,235,Shipped,2021-10-25,Healthcare,Anthony,34,16,China,HC-630
19154,89,140,Not Shipped,2021-11-21,Office,Anthony,27,21,Italy,O-901
28949,48,207,Delivered,2021-09-02,Healthcare,Anthony,32,16,India,HC-555
36789,63,194,Not Shipped,2021-10-10,Entertainment,Anthony,31,11,Kenya,ENT-188
15425,86,242,Delivered,2021-11-15,Fashion,Anthony,26,11,Germany,F-555
47969,38,118,Delivered,2021-07-29,Healthcare,Jacob,24,21,UK,HC-555
35494,47,178,Delivered,2021-08-29,Healthcare,Abdul,21,16,Germany,HC-555
39850,50,151,Delivered,2021-07-08,Fashion,Jacob,35,24,China,F-901
22122,67,129,Shipped,2021-07-30,Entertainment,John,25,19,Germany,ENT-101
34869,54,227,Not Shipped,2021-10-03,Entertainment,Jacob,30,13,India,ENT-188
28822,97,178,Delivered,2021-12-02,Office,Maria,31,22,China,O-901
34656,22,248,Not Shipped,2021-12-09,Fashion,Maria,30,12,Italy,F-630
40694,39,134,Not Shipped,2021-11-01,Office,Stella,22,17,UK,O-555
42176,59,221,Shipped,2021-12-24,Healthcare,Anthony,32,22,China,HC-901
35088,71,225,Shipped,2021-09-02,Office,John,35,10,Italy,O-901
47575,44,230,Not Delivered,2021-11-13,Fashion,Abdul,26,22,Italy,F-188
13735,49,248,Not Delivered,2021-12-26,Entertainment,John,24,24,Germany,ENT-101
38160,6,243,Delivered,2021-10-04,Home,Anthony,21,19,USA,H-101
23970,26,136,Not Delivered,2021-10-14,Healthcare,Jacob,31,12,Italy,HC-901
14386,51,149,Delivered,2021-10-29,Office,Emma,25,,UK,O-901
45355,67,166,Delivered,2021-09-07,Healthcare,Emma,29,13,Singapore,HC-101
11501,23,193,Delivered,2021-07-30,Fashion,Jacob,34,12,India,F-203
36651,86,245,Delivered,2021-08-30,Healthcare,Emma,26,24,USA,HC-555
13915,76,181,Not Delivered,2021-08-20,Home,Pablo,25,21,China,H-555
19064,38,193,Delivered,2021-12-18,Office,Kristen,30,25,China,O-901
25773,96,132,Not Shipped,2021-11-01,Home,Maria,24,12,UK,H-188
18804,52,147,Not Delivered,2021-07-30,Entertainment,Sofia,31,19,Germany,ENT-203
14202,22,187,Not Shipped,2021-07-07,Office,John,27,16,India,O-555
41677,87,120,Delivered,2021-11-15,Office,John,26,24,Germany,O-901
20387,43,221,Shipped,2021-12-23,Office,Abdul,28,22,UK,O-101
43715,52,141,Not Shipped,2021-10-04,Entertainment,Stella,20,10,China,ENT-630
28921,48,228,Shipped,2021-12-24,Home,Maria,34,10,Kenya,H-901
44086,72,224,Not Shipped,2021-10-18,Entertainment,John,24,24,Singapore,ENT-901
41272,9,123,Not Shipped,2021-12-23,Fashion,Sofia,29,23,Italy,F-188
36683,36,152,Delivered,2021-07-16,Entertainment,Stella,27,11,China,ENT-188
47154,88,110,Delivered,2021-09-15,Fashion,Emma,32,21,Italy,F-188
37086,19,209,Shipped,2021-07-25,Fashion,Pablo,20,10,Italy,F-901
18905,80,110,Delivered,2021-11-13,Healthcare,Stella,24,19,Kenya,HC-188
46820,20,137,Not Delivered,2021-09-18,Healthcare,Sofia,33,23,Kenya,HC-101
47691,30,134,Not Shipped,2021-12-18,Entertainment,Emma,34,19,China,ENT-630
26129,98,102,Delivered,2021-10-19,Entertainment,Stella,26,21,USA,ENT-630
35257,54,213,Delivered,2021-07-16,Home,Pablo,35,22,Singapore,H-203
19448,61,230,Shipped,2021-11-13,Healthcare,Anthony,28,17,China,HC-630
30471,95,130,Not Delivered,2021-08-24,Home,Jacob,32,22,USA,H-188
42939,81,241,Shipped,2021-12-24,Entertainment,Abdul,22,15,India,ENT-901
23393,24,221,Not Shipped,2021-10-03,Fashion,Pablo,26,12,India,F-901
47712,46,134,Delivered,2021-12-24,Healthcare,Sofia,21,11,Italy,HC-901
48537,21,172,Not Delivered,2021-10-01,Healthcare,Jacob,27,22,USA,HC-630
11161,90,214,Shipped,2021-11-21,Office,Abdul,34,17,Kenya,O-555
13308,91,225,Delivered,2021-08-06,Fashion,Sofia,25,18,Italy,F-101
15364,79,146,Delivered,2021-09-15,Fashion,Stella,23,20,UK,F-101
29550,34,174,Not Shipped,2021-12-24,Fashion,John,31,21,USA,F-203
48230,57,250,Shipped,2021-07-03,Office,Emma,28,17,Kenya,O-203
37001,28,139,Delivered,2021-07-16,Healthcare,Jacob,27,13,Singapore,HC-555
33856,30,191,Not Delivered,2021-11-01,Fashion,Abdul,34,24,Italy,F-901
30091,25,160,Not Shipped,2021-10-06,Entertainment,Kristen,21,20,Singapore,ENT-188
11324,52,174,Not Delivered,2021-10-03,Office,Emma,24,15,Kenya,O-555
48064,27,174,Shipped,2021-09-18,Entertainment,Stella,27,25,Kenya,ENT-901
11530,60,203,Delivered,2021-07-27,Entertainment,Stella,22,17,USA,ENT-555
28409,83,208,Delivered,2021-07-31,Healthcare,Pablo,20,18,Italy,HC-203
10253,47,100,Delivered,2021-12-05,Entertainment,Jacob,33,19,Kenya,ENT-901
27438,98,246,Not Shipped,2021-09-27,Fashion,Jacob,20,16,China,F-188
34763,48,155,Not Delivered,2021-12-05,Entertainment,Jacob,21,19,China,ENT-555
26375,43,105,Not Delivered,2021-12-02,Office,John,30,13,Kenya,O-101
29158,66,106,Delivered,2021-09-27,Fashion,Anthony,31,11,India,F-101
33726,72,170,Shipped,2021-12-05,Office,Emma,28,14,Kenya,O-630
17916,36,147,Delivered,2021-09-02,Fashion,Abdul,25,23,Singapore,F-630
42789,52,205,Not Delivered,2021-08-25,Home,Pablo,20,25,UK,H-901
16045,62,206,Not Shipped,2021-10-13,Fashion,Maria,26,23,Italy,F-555
35379,21,160,Not Shipped,2021-09-20,Entertainment,Anthony,29,14,Singapore,ENT-188
40171,44,162,Not Delivered,2021-08-18,Fashion,Emma,25,10,Singapore,F-203
19648,84,141,Delivered,2021-08-08,Fashion,Anthony,33,22,Kenya,F-901
28811,19,125,Not Delivered,2021-10-16,Home,Stella,28,17,Singapore,H-901
18361,64,148,Delivered,2021-10-03,Office,Emma,20,21,Italy,O-101
36166,16,173,Delivered,2021-10-26,Entertainment,John,25,19,UK,ENT-188
20404,76,179,Shipped,2021-12-08,Office,John,23,22,Singapore,O-901
16898,27,147,Delivered,2021-10-04,Healthcare,John,20,13,UK,HC-630
50223,4,241,Not Shipped,2021-09-02,Entertainment,Kristen,22,10,China,ENT-101
27349,35,180,Not Shipped,2021-07-16,Entertainment,Abdul,35,10,UK,ENT-555
47950,4,158,Shipped,2021-07-05,Fashion,John,25,12,Singapore,F-203
18634,46,243,Shipped,2021-12-02,Healthcare,Jacob,23,10,USA,HC-101
24652,18,200,Not Shipped,2021-09-15,Fashion,Pablo,34,17,India,F-203
26925,99,123,Not Shipped,2021-12-18,Healthcare,John,34,24,Germany,HC-630
29288,26,220,Shipped,2021-08-11,Home,Anthony,34,15,China,H-188
23370,42,159,Not Shipped,2021-08-27,Home,John,28,25,India,H-901
26281,3,216,Not Shipped,2021-08-18,Office,Sofia,22,11,Italy,O-203
48146,21,229,Delivered,2021-07-16,Healthcare,Jacob,20,15,Germany,HC-101
32099,57,217,Shipped,2021-11-16,Home,Abdul,29,16,India,H-188
34471,51,102,Not Delivered,2021-11-28,Fashion,Pablo,22,25,UK,F-630
43063,93,137,Not Shipped,2021-09-06,Office,Anthony,27,14,China,O-188
36702,42,149,Not Shipped,2021-11-25,Entertainment,Jacob,31,10,UK,ENT-101
45979,4,230,Not Delivered,2021-11-27,Fashion,Kristen,30,22,Kenya,F-188
33235,57,171,Not Delivered,2021-08-27,Office,Kristen,30,10,USA,O-188
28355,23,233,Delivered,2021-12-23,Healthcare,Anthony,22,14,USA,HC-630
12320,91,115,Shipped,2021-08-30,Entertainment,Kristen,25,18,Kenya,ENT-901
44869,69,140,Shipped,2021-09-06,Office,Pablo,21,24,China,O-630
26770,48,224,Delivered,2021-10-16,Home,Sofia,26,19,India,H-630
21531,95,110,Not Delivered,2021-09-10,Home,Anthony,24,16,India,H-555
47440,84,102,Delivered,2021-09-27,Office,Pablo,33,18,Singapore,O-555
44660,97,128,Shipped,2021-07-27,Healthcare,Sofia,31,14,Italy,HC-901
28250,69,105,Not Shipped,2021-07-04,Entertainment,John,26,10,Singapore,ENT-203
33939,100,111,Not Delivered,2021-07-17,Office,Pablo,34,15,Germany,O-630
21549,98,221,Not Delivered,2021-12-12,Entertainment,Sofia,29,13,China,ENT-901
27139,11,124,Shipped,2021-10-09,Fashion,Maria,30,15,China,F-101
49207,13,203,Not Shipped,2021-07-10,Entertainment,Stella,34,15,Italy,ENT-203
50284,83,238,Not Delivered,2021-11-13,Office,Jacob,34,12,Singapore,O-901
26006,39,235,Not Shipped,2021-11-07,Home,Sofia,22,22,UK,H-630
13304,39,241,Delivered,2021-10-01,Home,Jacob,29,24,USA,H-101
20234,47,201,Not Delivered,2021-12-06,Home,Kristen,32,19,India,H-630
15158,10,226,Shipped,2021-10-25,Entertainment,Anthony,34,15,UK,ENT-203
41002,89,203,Not Delivered,2021-08-14,Fashion,Kristen,22,19,India,F-630
16254,28,137,Shipped,2021-07-10,Healthcare,Sofia,27,13,Kenya,HC-101
18384,41,220,Not Delivered,2021-09-18,Entertainment,Maria,22,14,Italy,ENT-188
32461,97,174,Delivered,2021-11-15,Entertainment,John,34,22,Singapore,ENT-203
13623,62,184,Not Shipped,2021-08-29,Home,Sofia,35,22,Singapore,H-203
24965,36,187,Shipped,2021-12-18,Office,Emma,32,21,Kenya,O-188
15391,52,135,Not Shipped,2021-08-15,Home,Jacob,35,23,India,H-203
35154,17,241,Not Delivered,2021-09-24,Entertainment,Abdul,25,20,Kenya,ENT-101
34852,39,165,Delivered,2021-09-20,Healthcare,Emma,26,15,Italy,HC-101
13276,68,236,Not Delivered,2021-07-10,Entertainment,Abdul,29,23,Singapore,ENT-901
14115,38,196,Shipped,2021-08-28,Healthcare,John,34,18,India,HC-630
21923,43,235,Not Delivered,2021-11-15,Fashion,Sofia,21,15,Singapore,F-555
30826,49,192,Delivered,2021-07-30,Fashion,Anthony,35,13,Kenya,F-203
12985,20,227,Delivered,2021-11-23,Home,Anthony,25,14,UK,H-188
15058,1,106,Not Shipped,2021-10-04,Healthcare,Kristen,26,13,UK,HC-901
49177,24,174,Delivered,2021-10-02,Fashion,Anthony,27,17,Singapore,F-901
30663,87,242,Not Shipped,2021-11-20,Home,Stella,22,19,Germany,H-203
26317,23,211,Delivered,2021-11-20,Office,Abdul,33,13,Italy,O-188
11803,45,155,Not Shipped,2021-12-07,Office,Stella,33,23,Kenya,O-188
47692,5,179,Not Delivered,2021-11-27,Home,Emma,20,13,UK,H-630
29939,83,189,Not Delivered,2021-07-22,Office,John,30,21,USA,O-188
17938,62,157,Not Shipped,2021-11-13,Entertainment,Stella,28,13,Kenya,ENT-101
12704,34,231,Delivered,2021-12-13,Home,Sofia,31,14,China,H-101
17320,85,208,Delivered,2021-10-16,Office,Stella,23,14,Kenya,O-101
25428,40,187,Not Shipped,2021-07-04,Home,John,24,15,Italy,H-555
38275,93,187,Delivered,2021-07-29,Home,Kristen,31,22,USA,H-203
27519,93,244,Not Delivered,2021-12-22,Healthcare,Abdul,24,12,India,HC-630
22495,74,198,Shipped,2021-08-28,Home,Emma,21,21,UK,H-188
11321,90,189,Not Delivered,2021-09-14,Fashion,Sofia,28,14,Kenya,F-555
23778,50,107,Delivered,2021-10-23,Office,Jacob,21,16,Singapore,O-901
39644,43,176,Not Delivered,2021-11-21,Fashion,Jacob,30,23,Kenya,F-901
11234,44,234,Delivered,2021-09-16,Home,Kristen,30,24,China,H-630
48640,36,200,Shipped,2021-09-07,Office,Emma,27,24,USA,O-101
23812,1,121,Shipped,2021-08-25,Healthcare,Kristen,31,24,USA,HC-188
39928,35,199,Not Shipped,2021-07-16,Healthcare,Jacob,27,15,Kenya,HC-901
47689,23,149,Delivered,2021-11-11,Home,Kristen,24,19,USA,H-203
36557,47,161,Shipped,2021-09-06,Home,Pablo,24,17,India,H-203
23616,25,187,Not Delivered,2021-11-25,Fashion,Pablo,32,16,China,F-101
33040,17,174,Not Shipped,2021-11-13,Healthcare,John,34,20,India,HC-901
31241,7,149,Shipped,2021-08-14,Healthcare,Maria,30,17,Kenya,HC-188
26069,100,101,Not Delivered,2021-11-28,Fashion,Maria,31,19,Germany,F-188
42329,13,214,Delivered,2021-07-11,Home,Kristen,35,10,Italy,H-901
49073,100,171,Not Delivered,2021-10-06,Entertainment,Kristen,31,24,Germany,ENT-555
48186,94,218,Not Delivered,2021-10-04,Healthcare,Abdul,23,16,Kenya,HC-203
21661,77,180,Shipped,2021-08-11,Office,Sofia,23,18,Italy,O-101
40861,60,126,Not Shipped,2021-08-18,Office,Jacob,26,19,USA,O-630
16005,91,239,Delivered,2021-12-06,Healthcare,Emma,22,19,Kenya,HC-555
31161,36,230,Delivered,2021-08-06,Home,Stella,21,11,Germany,H-188
18367,42,110,Not Shipped,2021-12-10,Entertainment,John,33,22,Germany,ENT-203
11669,78,175,Not Shipped,2021-10-10,Entertainment,Sofia,21,18,USA,ENT-101
10439,48,200,Not Delivered,2021-09-16,Home,Stella,34,12,Kenya,H-901
30589,44,158,Delivered,2021-08-27,Home,Maria,31,21,UK,H-203
22222,68,124,Not Shipped,2021-12-24,Office,Anthony,28,21,Singapore,O-630
15989,77,200,Not Delivered,2021-10-10,Entertainment,John,26,18,Singapore,ENT-555
24934,7,144,Delivered,2021-12-21,,Stella,23,21,Germany,F-555
29002,69,107,Delivered,2021-10-10,Healthcare,Anthony,33,20,Singapore,HC-630
27152,97,158,Not Shipped,2021-10-06,Entertainment,Jacob,29,24,USA,ENT-555
28518,11,120,Delivered,2021-09-10,Fashion,Anthony,28,12,Kenya,F-188
12595,86,235,Not Shipped,2021-10-19,Entertainment,Kristen,31,25,USA,ENT-203
28191,30,120,Shipped,2021-11-28,Office,Anthony,23,23,India,O-101
49687,42,174,Not Shipped,2021-08-25,Fashion,Pablo,23,20,Germany,F-101
15515,18,166,Delivered,2021-09-19,Office,Emma,30,13,Italy,O-101
15719,61,184,Not Shipped,2021-08-14,Office,Kristen,31,17,Germany,O-188
49306,29,122,Delivered,2021-07-14,Fashion,John,27,19,Italy,F-901
48171,4,145,Not Shipped,2021-09-13,Healthcare,Emma,28,19,UK,HC-555
29294,58,110,Not Shipped,2021-10-19,Home,Pablo,28,24,China,H-188
42061,67,119,Shipped,2021-10-10,Fashion,Pablo,25,25,Germany,F-630
33841,100,127,Shipped,2021-07-07,Entertainment,Stella,29,15,India,ENT-901
11270,49,135,Not Delivered,2021-10-20,Home,Anthony,35,18,UK,H-555
17042,72,147,Delivered,2021-11-02,Healthcare,Emma,24,16,China,HC-901
29685,44,136,Shipped,2021-10-04,Entertainment,Kristen,34,,India,ENT-188
35901,39,133,Not Shipped,2021-10-13,Office,Emma,24,10,USA,O-555
43854,45,237,Shipped,2021-11-02,Fashion,Maria,32,13,UK,F-555
20750,1,221,Delivered,2021-12-08,Healthcare,John,26,18,China,HC-901
29649,36,157,Not Delivered,2021-09-19,Healthcare,Emma,22,21,China,HC-630
23041,10,157,Not Shipped,2021-11-07,Entertainment,Pablo,34,19,Italy,ENT-901
48604,90,117,Not Delivered,2021-09-10,Entertainment,Anthony,27,16,USA,ENT-101
22037,53,230,Not Shipped,2021-11-16,Office,Jacob,28,21,Italy,O-101
21752,39,181,Delivered,2021-12-30,Fashion,Emma,26,25,Italy,F-901
42243,10,125,Shipped,2021-07-31,Office,Abdul,34,10,Kenya,O-630
27809,49,153,Not Shipped,2021-12-18,Healthcare,Sofia,34,12,China,HC-203
20492,87,245,Shipped,2021-07-03,Entertainment,Stella,29,,Germany,ENT-188
16513,23,189,Not Shipped,2021-09-13,Entertainment,Abdul,29,10,Germany,ENT-101
48988,64,246,Not Delivered,2021-12-30,Office,Sofia,22,21,India,O-630
28617,49,111,Shipped,2021-10-16,Healthcare,Abdul,30,14,Singapore,HC-630
35138,20,198,Delivered,2021-09-24,Entertainment,Sofia,35,17,Singapore,ENT-901
48860,1,162,Not Shipped,2021-12-26,Entertainment,Stella,27,12,Italy,ENT-555
30287,74,163,Delivered,2021-08-18,Office,Jacob,22,14,UK,O-630
45432,78,199,Shipped,2021-10-17,Office,Stella,32,17,Kenya,O-203
10527,92,185,Not Shipped,2021-11-27,Home,John,27,18,USA,H-555
41141,32,103,Not Shipped,2021-12-02,Home,Emma,21,14,USA,H-101
35635,18,155,Delivered,2021-10-17,Entertainment,Kristen,25,20,China,ENT-101
38863,34,130,Not Shipped,2021-07-14,Office,Abdul,23,19,UK,O-901
33865,54,185,Not Shipped,2021-10-20,Entertainment,Stella,29,23,Italy,ENT-630
49546,93,103,Not Delivered,2021-10-02,Fashion,Stella,33,10,Singapore,F-188
44604,65,127,Not Shipped,2021-07-12,Office,Jacob,22,19,China,O-630
18687,51,250,Not Shipped,2021-10-10,Home,Sofia,24,24,USA,H-901
13624,59,195,Shipped,2021-07-11,Entertainment,Sofia,23,18,China,ENT-188
30130,7,102,Not Delivered,2021-11-16,Entertainment,Emma,35,24,UK,ENT-901
47995,47,162,Not Shipped,2021-08-27,Healthcare,John,20,15,USA,HC-630
22126,36,242,Not Delivered,2021-07-14,Office,Sofia,26,10,India,O-901
14059,66,117,Not Delivered,2021-09-19,Entertainment,Emma,28,19,Italy,ENT-101
28271,58,195,Delivered,2021-10-10,Entertainment,Emma,27,16,Italy,ENT-101
26067,8,203,Not Shipped,2021-12-12,Healthcare,Sofia,32,15,Italy,HC-203
36558,28,146,Not Delivered,2021-12-09,Office,Stella,25,16,China,O-101
49080,8,116,Delivered,2021-07-14,Entertainment,Maria,32,21,China,ENT-101
33172,80,245,Not Shipped,2021-08-29,Entertainment,Pablo,30,14,Singapore,ENT-901
31904,18,172,Delivered,2021-07-29,Office,Anthony,29,23,China,O-203
24806,1,222,Delivered,2021-10-03,Home,Emma,33,21,Singapore,H-188
21724,7,181,Not Delivered,2021-08-25,Home,Anthony,30,18,India,H-555
25242,69,166,Delivered,2021-08-05,Entertainment,Anthony,28,19,India,ENT-555
21763,24,238,Delivered,2021-12-18,Office,Emma,32,21,Kenya,O-555
13050,80,164,Not Delivered,2021-12-24,Office,Kristen,29,22,UK,O-630
38724,95,233,Shipped,2021-11-28,Fashion,Pablo,33,23,USA,F-203
17055,9,214,Not Shipped,2021-10-03,Home,Abdul,33,24,China,H-188
14259,52,189,Shipped,2021-11-21,Home,Abdul,21,11,Singapore,H-630
15347,47,249,Not Shipped,2021-12-24,Healthcare,Sofia,28,21,Germany,HC-555
12537,28,152,Delivered,2021-07-16,Fashion,Stella,24,25,UK,F-630
12779,19,207,Not Delivered,2021-10-10,Office,Jacob,28,19,USA,O-555
23213,66,116,Delivered,2021-08-18,Fashion,Abdul,34,22,China,F-203
12232,60,163,Not Shipped,2021-12-18,Fashion,John,21,19,India,F-101
36424,99,153,Not Shipped,2021-12-18,Healthcare,Abdul,29,22,USA,HC-203
16400,4,209,Not Delivered,2021-11-25,Fashion,Anthony,27,15,India,F-203
18660,98,134,Shipped,2021-08-03,Office,Emma,32,24,Germany,O-901
47093,7,161,Shipped,2021-07-06,Office,Abdul,35,12,Kenya,O-188
31221,93,112,Not Shipped,2021-07-08,Healthcare,Abdul,21,17,Germany,HC-203
28683,65,212,Not Shipped,2021-08-11,Entertainment,Anthony,34,15,Singapore,ENT-188
43145,3,186,Delivered,2021-09-27,Entertainment,Sofia,34,23,India,ENT-630
35815,100,214,Shipped,2021-10-29,Healthcare,Anthony,22,13,UK,HC-901
44667,68,202,Delivered,2021-12-23,Healthcare,Pablo,25,12,Singapore,HC-101
37630,78,159,Delivered,2021-12-18,Office,Jacob,25,25,Singapore,O-101
31107,47,170,Delivered,2021-07-04,Entertainment,Pablo,22,22,Kenya,ENT-630
27702,97,108,Shipped,2021-12-02,Fashion,Pablo,24,21,Italy,F-555
12549,53,179,Delivered,2021-11-27,Office,Maria,25,13,Germany,O-188
10739,44,154,Not Delivered,2021-09-07,Home,Sofia,21,14,USA,H-901
21187,77,160,Shipped,2021-09-16,Office,John,35,12,China,O-203
38820,90,183,Not Delivered,2021-10-04,Home,Sofia,31,11,Germany,H-630
23045,54,214,Delivered,2021-12-18,Healthcare,Jacob,21,21,UK,HC-555
27147,20,109,Not Delivered,2021-09-10,Healthcare,Kristen,32,10,USA,HC-630
38852,35,217,Shipped,2021-11-15,Healthcare,Pablo,34,23,Singapore,HC-101
12964,17,167,Shipped,2021-09-19,Fashion,John,24,16,UK,F-901
18382,13,207,Not Shipped,2021-08-03,Entertainment,Jacob,21,22,Singapore,ENT-188
38116,5,168,Not Delivered,2021-10-29,Office,Kristen,30,18,USA,O-203
19888,45,193,Delivered,2021-11-13,Healthcare,Kristen,31,11,Italy,HC-901
26174,1,177,Not Delivered,2021-08-18,Office,Abdul,21,15,Singapore,O-101
40536,94,175,Delivered,2021-10-07,Fashion,Abdul,31,13,Kenya,F-630
26724,37,210,Delivered,2021-07-28,Home,Sofia,32,18,Germany,H-555
10215,55,228,Not Shipped,2021-08-27,Entertainment,Anthony,34,18,USA,ENT-203
39948,71,113,Delivered,2021-07-11,Home,Abdul,21,19,India,H-203
41277,69,160,Not Delivered,2021-11-16,Office,Anthony,35,21,China,O-901
31098,68,162,Not Shipped,2021-11-23,Office,Anthony,24,16,Italy,O-901
26539,1,152,Not Delivered,2021-07-27,Fashion,Jacob,33,13,Italy,F-203
50434,69,119,Not Delivered,2021-11-07,Fashion,Maria,28,25,Italy,F-555
21639,98,232,Delivered,2021-07-13,Entertainment,Maria,32,19,Singapore,ENT-555
30851,84,200,Not Delivered,2021-10-20,Home,Sofia,27,21,Kenya,H-901
41609,5,173,Not Shipped,2021-12-12,Healthcare,Kristen,22,16,Singapore,HC-101
41337,42,200,Shipped,2021-08-30,Fashion,Jacob,30,10,Italy,F-203
21196,79,132,Not Shipped,2021-07-17,Fashion,John,26,19,China,F-555
36593,67,221,Delivered,2021-07-11,Healthcare,Jacob,22,14,Italy,HC-901
37754,35,184,Not Delivered,2021-08-24,Healthcare,Anthony,32,19,India,HC-555
19536,28,228,Not Delivered,2021-08-08,Healthcare,Kristen,29,21,Italy,HC-630
44857,11,106,Not Shipped,2021-07-03,Entertainment,Emma,35,21,USA,ENT-101
24084,35,143,Delivered,2021-11-16,Home,Pablo,26,11,USA,H-203
18563,88,232,Shipped,2021-09-02,Fashion,Jacob,33,25,China,F-101
47332,1,213,Not Shipped,2021-07-04,Entertainment,Maria,26,,China,ENT-630
36341,61,127,Shipped,2021-07-10,Home,Stella,27,24,USA,H-101
41656,5,113,Delivered,2021-07-10,Healthcare,Sofia,21,22,UK,HC-188
28254,37,162,Not Shipped,2021-12-08,Home,Abdul,32,15,UK,H-101
37671,59,225,Not Shipped,2021-08-24,Home,Maria,21,25,UK,H-630
39786,78,246,Not Delivered,2021-07-03,Office,Sofia,25,15,Germany,O-203
31898,9,205,Not Delivered,2021-07-10,Fashion,Stella,30,19,Singapore,F-101
11311,60,230,Delivered,2021-12-08,Healthcare,John,23,24,UK,HC-101
38932,64,190,Delivered,2021-08-26,Entertainment,Abdul,20,21,Italy,ENT-630
36895,53,118,Not Delivered,2021-09-19,Home,Pablo,35,24,Italy,H-630
12407,9,215,Shipped,2021-12-22,Home,Pablo,21,11,UK,H-555
38957,38,179,Not Delivered,2021-10-24,Entertainment,Sofia,31,18,Kenya,ENT-555
24951,98,158,Not Delivered,2021-08-27,Fashion,Maria,28,13,UK,F-630
36547,66,118,Not Shipped,2021-07-16,Entertainment,Pablo,22,10,Germany,ENT-555
12960,93,178,Not Shipped,2021-10-01,Healthcare,Pablo,22,10,China,HC-101
12112,24,183,Not Delivered,2021-08-20,Office,Kristen,32,21,China,O-203
37361,87,176,Not Shipped,2021-10-06,Home,Abdul,33,15,Singapore,H-203
35919,71,202,Not Delivered,2021-07-16,Office,Stella,20,22,China,O-901
13194,41,127,Shipped,2021-10-04,Office,Sofia,33,15,Kenya,O-901
34622,89,118,Delivered,2021-09-02,Healthcare,Stella,26,14,USA,HC-630
38856,38,183,Shipped,2021-10-10,Entertainment,Emma,32,11,Kenya,ENT-901
36135,13,121,Not Delivered,2021-09-07,Home,Kristen,31,15,India,H-555
20162,87,150,Not Shipped,2021-08-29,Home,Emma,21,25,India,H-188
